source,business_id,place_id,name,channel,business_category,latitude,longitude,address,distance_from_plant_km,nearest_plant,plant_region,rating,user_ratings_total,price_level,business_status,estimated_monthly_water_liters,estimated_monthly_water_revenue,priority_score,water_priority,is_wholesaler,is_chain
Google Places,GOOGLE_ChIJ3d4FfwDPrzsRe4Veww6723Q,ChIJ3d4FfwDPrzsRe4Veww6723Q,Koushik,food,HoReCa,12.9527283,77.09026150000001,"X33R+34R, Nittur",32.97,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJGyNplEDPrzsRfg3bFODfSGs,ChIJGyNplEDPrzsRfg3bFODfSGs,Jayaram house,food,HoReCa,12.9463603,77.0666869,"W3W8+GMW, SawaiRabari, Hoskere",34.1,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJNVVTpSbPrzsRGnScKuy5ZRM,ChIJNVVTpSbPrzsRGnScKuy5ZRM,ಪುನೀತ್ ರಾಜ್‍ಕುಮಾರ್ ಬಸ್ ನಿಲ್ದಾಣ,food,HoReCa,12.94212,77.07425169999999,"W3RF+MJ4, Seenappanahalli",33.2,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,2000,30000,9.0,8,No,No
Google Places,GOOGLE_ChIJgeLDXt7PrzsRiFPncO5hy-4,ChIJgeLDXt7PrzsRiFPncO5hy-4,Raju R Patil,food,HoReCa,12.9530365,77.09041049999999,"X33R+657, Nittur",32.99,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJwwyDOQDPrzsRpvMC_N6S4yM,ChIJwwyDOQDPrzsRpvMC_N6S4yM,Kunigal nittur,food,HoReCa,12.9530365,77.09041049999999,"X33R+657, Nittur",32.99,Ramanagara Plant,Ramanagara-Kanakapura Region,4.0,1,,OPERATIONAL,2000,30000,8.5,8,No,No
Google Places,GOOGLE_ChIJOZjZQwDPrzsRImCIhosmUWA,ChIJOZjZQwDPrzsRImCIhosmUWA,ಭಜ್ಜಿ ಮಹಾಂತೇಶ್,food,HoReCa,12.9529656,77.0904065,"X33R+55M, Nittur",32.98,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJiXbXQ97PrzsRFdvbqq4tygk,ChIJiXbXQ97PrzsRFdvbqq4tygk,D H K car care nittur,food,HoReCa,12.9529656,77.0904065,Nittur,32.98,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJWxYgVgDPrzsRr7HvWCB8VNQ,ChIJWxYgVgDPrzsRr7HvWCB8VNQ,Uduche,food,HoReCa,12.9529656,77.0904065,"X33R+55M, Nittur",32.98,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJLTnpUwDPrzsRVt3k762mcXI,ChIJLTnpUwDPrzsRVt3k762mcXI,Nittur. Master,food,HoReCa,12.9529656,77.0904065,"X33R+55M, Nittur",32.98,Ramanagara Plant,Ramanagara-Kanakapura Region,1.0,1,,CLOSED_TEMPORARILY,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJHQJHsDTPrzsRuiqwtn-o2vw,ChIJHQJHsDTPrzsRuiqwtn-o2vw,Shree ranganatha bar& resorent,bar,HoReCa,12.9543774,77.1004157,"X432+H8W, Kempanahalli",32.44,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,2,,CLOSED_TEMPORARILY,2500,37500,9.0,8,No,No
Google Places,GOOGLE_ChIJFTU_fgDNrzsReO5PS8F-M98,ChIJFTU_fgDNrzsReO5PS8F-M98,JK BAR AND RESTAURANT BOARDING AND LODGING,bar,HoReCa,12.9528286,77.111012,"X436+4CJ, Kunigal",31.63,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2500,37500,8.0,8,No,No
Google Places,GOOGLE_ChIJ-cYPyxHPrzsR5lHztkZnXC4,ChIJ-cYPyxHPrzsR5lHztkZnXC4,K V GOPAL,bar,HoReCa,12.9873248,77.08911499999999,"Shop No 01, Kempanahalli",36.13,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,2500,37500,8.0,8,No,No
Google Places,GOOGLE_ChIJ6aODTADPrzsRq7hCwC5P4u0,ChIJ6aODTADPrzsRq7hCwC5P4u0,ಹನುಮಮ್ಮ ದೋಸೆ ಹೋಟೆಲ್,lodging,HoReCa,12.9542575,77.1007023,"X432+P74, Kunigal - Magadi Road, Kempanahalli",32.42,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,5000,75000,10.0,9,No,No
Google Places,GOOGLE_ChIJI9psbQDNrzsRfCjp5yA2zE8,ChIJI9psbQDNrzsRfCjp5yA2zE8,Huttri Betta Yatri Nivasa,lodging,HoReCa,12.9574324,77.1187807,"X449+XGC, Huthri Betta",31.57,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,6,,OPERATIONAL,5000,75000,10.0,9,No,No
Google Places,GOOGLE_ChIJx4a0UADNrzsRVqSFhKmWSgc,ChIJx4a0UADNrzsRVqSFhKmWSgc,Hutri Durga Yatri nivas,lodging,HoReCa,12.9574197,77.1187898,"X449+XGC, Huthri Betta",31.57,Ramanagara Plant,Ramanagara-Kanakapura Region,4.8,75,,OPERATIONAL,5000,75000,10.0,9,No,No
Google Places,GOOGLE_ChIJj84HnZnNrzsR0H3g-p798CY,ChIJj84HnZnNrzsR0H3g-p798CY,Dodmane Nanjaiah and sons mansion,lodging,HoReCa,12.9785313,77.1142789,"Chowdanayakanapalya, Near, hutri, Haluvagilu",33.81,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,5000,75000,9.0,9,No,No
Google Places,GOOGLE_ChIJq0bbUp7PrzsRx9boiK24-0w,ChIJq0bbUp7PrzsRx9boiK24-0w,Shivanna,school,Institutional,12.9529656,77.0904065,"X33R+55M, Nittur",32.98,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,7.0,7,No,No
Google Places,GOOGLE_ChIJf8NCU77PrzsRO-fMCUmP1h0,ChIJf8NCU77PrzsRO-fMCUmP1h0,Govt school,school,Institutional,12.9514635,77.0905602,"X32R+H6M, Nittur",32.84,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,7.0,7,No,No
Google Places,GOOGLE_ChIJDU-KQrDPrzsRR0hcVmztyBo,ChIJDU-KQrDPrzsRR0hcVmztyBo,ಸರಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,school,Institutional,12.9635149,77.0999033,"X37X+CX, Siddamani Palya",33.3,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,7.0,7,No,No
Google Places,GOOGLE_ChIJ6zh1AQDPrzsRhwNA90vzicU,ChIJ6zh1AQDPrzsRhwNA90vzicU,"GOVERNMENT HIGHER PRIMARY SCHOOL, KEMPANAHALLI",school,Institutional,12.9550609,77.1018034,"X442+2PF, Kempanahalli",32.42,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,7.0,7,No,No
Google Places,GOOGLE_ChIJo_E58KfOrzsR4C2UN9aiwgw,ChIJo_E58KfOrzsR4C2UN9aiwgw,ಮದರೇಸಾ ಜಾಮಿಯ ಹಸ್ಸಾನ್ ಬಿನ್ ಸಾಬಿತ್,school,Institutional,12.9550815,77.1020042,"X442+2RJ, Kunigal - Magadi Road, Kempanahalli",32.4,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,7.0,7,No,No
Google Places,GOOGLE_ChIJ31yPrZHNrzsRE1hyTl4PLDY,ChIJ31yPrZHNrzsRE1hyTl4PLDY,BMH International Public schooll,school,Institutional,12.9529854,77.1028735,"X433+54X, Nittur",32.16,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,7.0,7,No,No
Google Places,GOOGLE_ChIJyzRoa4XOrzsRS0MiYL6zq-A,ChIJyzRoa4XOrzsRS0MiYL6zq-A,Govt. Higher Primary School Sondalagere,school,Institutional,12.9781073,77.0923251,"X3HR+6WW, Sondalagere",35.09,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,7.0,7,No,No
Google Places,GOOGLE_ChIJk7IafffOrzsRZ4ANCQyYduk,ChIJk7IafffOrzsRZ4ANCQyYduk,ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ ಕುಂದೂರು..,school,Institutional,12.9830721,77.0681749,"X3M9+67F, Kundur",37.1,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,7.0,7,No,No
Google Places,GOOGLE_ChIJB64Qs_DNrzsREo2f0wLe2Ao,ChIJB64Qs_DNrzsREo2f0wLe2Ao,Huthri School,school,Institutional,12.9809369,77.1093343,"X4J5+9PG, Huthri",34.32,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,7.0,7,No,No
Google Places,GOOGLE_ChIJXTsr_qfOrzsR-vN7Jdx9kO8,ChIJXTsr_qfOrzsR-vN7Jdx9kO8,Al-Shifa Clinic,hospital,Institutional,12.9539591,77.1047021,"X433+HVP, Kempanahalli",32.13,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,7,,OPERATIONAL,6000,90000,10.0,9,No,No
Google Places,GOOGLE_ChIJdXe_Mh3MrzsRJLBZlzzheBU,ChIJdXe_Mh3MrzsRJLBZlzzheBU,IndianOil,gas_station,Retail,12.9545596,77.10451739999999,"Ground Floor, Magadi Road, Kempanahalli",32.2,Ramanagara Plant,Ramanagara-Kanakapura Region,3.3,7,,OPERATIONAL,3000,45000,9.0,9,No,No
Google Places,GOOGLE_ChIJ153ayMHNrzsRKujNB1n5mNs,ChIJ153ayMHNrzsRKujNB1n5mNs,Siddanna Rathnamma Home,store,Retail,12.9807385,77.1226288,Haluvagilu,33.55,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,8.0,8,No,No
Google Places,GOOGLE_ChIJzakMyqHMrzsRR_FCdFYwlRI,ChIJzakMyqHMrzsRR_FCdFYwlRI,Kempasagara Kere,store,Retail,12.9496581,77.1729378,Kempasagara,27.96,Ramanagara Plant,Ramanagara-Kanakapura Region,4.6,44,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ-RFSdDLNrzsRoups1vcjE84,ChIJ-RFSdDLNrzsRoups1vcjE84,IQRA FASHIONS AMJED PASHA SOF ABDU,store,Retail,12.9971653,77.1401284,"near BUS STOP, K BAY ROAD 1ST MAIN 1ST CROSS, HOSAPAALYA, near BUS STOP",34.25,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,8.0,8,No,No
Google Places,GOOGLE_ChIJb5FUt7PNrzsRpmlPjRZZQsU,ChIJb5FUt7PNrzsRpmlPjRZZQsU,Bhairaveshvara foultry faram,shopping_mall,Retail,12.9819186,77.15724089999999,"X5J4+QV9, Magadi",31.93,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,CLOSED_TEMPORARILY,10000,150000,10.0,10,No,No
Google Places,GOOGLE_ChIJ7VenFQDNrzsRIqZfp-Jm99U,ChIJ7VenFQDNrzsRIqZfp-Jm99U,Cheechi complex,restaurant,HoReCa,12.9968751,77.14560500000002,"X4WW+Q65, Doddegowdanapalya",33.97,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,3000,45000,9.0,9,No,No
Google Places,GOOGLE_ChIJE1KEBnLMrzsRGnwKXecuTzQ,ChIJE1KEBnLMrzsRGnwKXecuTzQ,Shri Kaadappana shoonya ashram mata,food,HoReCa,12.955438,77.13075189999999,"Hodaghatta, hutridurga, kunigal, 572126",30.69,Ramanagara Plant,Ramanagara-Kanakapura Region,3.6,7,,OPERATIONAL,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJhZdN5VLNrzsRltMsRbq-F-U,ChIJhZdN5VLNrzsRltMsRbq-F-U,Shri Bisilu Basavanna Gudi,food,HoReCa,12.9531521,77.12876709999999,"X43H+7G6, Yelachavadi Gullahallipura",30.58,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJR2pVcmXMrzsRjBXapdlvFQU,ChIJR2pVcmXMrzsRjBXapdlvFQU,Muniraj Garden,food,HoReCa,12.9584143,77.1382653,"X45Q+986, Tumakuru",30.55,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,4,,OPERATIONAL,2000,30000,9.0,8,No,No
Google Places,GOOGLE_ChIJJZNUg2XMrzsRuvAjxmpf7pk,ChIJJZNUg2XMrzsRuvAjxmpf7pk,Muneshwara Temple,food,HoReCa,12.959258,77.137723,"X45Q+P35, Hodaghatta, Tumakuru Disct, Kunigal",30.66,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,5,,OPERATIONAL,2000,30000,9.0,8,No,No
Google Places,GOOGLE_ChIJrSvx8nbMrzsRqA5bRNvz_Fs,ChIJrSvx8nbMrzsRqA5bRNvz_Fs,Adi Hanumantharaya,food,HoReCa,12.94798,77.13285330000001,"W4XM+54X, Hodaghatta, Hutridurga hobli, kunigal taluk,",29.86,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,3,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJt3nQDgDNrzsR4weCqgsoeuA,ChIJt3nQDgDNrzsR4weCqgsoeuA,Kempahia Garden,food,HoReCa,12.9552465,77.12483739999999,"X44F+3WW, Yelachavadi Gullahallipura",31.01,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJx95gAQDNrzsRcZ-DtRxg7aw,ChIJx95gAQDNrzsRcZ-DtRxg7aw,Vedant farm house,food,HoReCa,12.9571887,77.1411024,"X44R+VC, Yelachavadi Gullahallipura",30.28,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJPfY2ZqLNrzsR2AQikgsNQGI,ChIJPfY2ZqLNrzsR2AQikgsNQGI,ಸಂಕೊಲೆ ಬಸವಣ್ಣ,food,HoReCa,12.9616346,77.1255386,X46G+M63,31.57,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,2,,OPERATIONAL,2000,30000,9.0,8,No,No
Google Places,GOOGLE_ChIJkxiM3ETNrzsRgfM0ENiBYEI,ChIJkxiM3ETNrzsRgfM0ENiBYEI,JAYA FARMS,food,HoReCa,12.9523738,77.1420771,"X42R+WRW, Unnamed Road, Kadarapura",29.76,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,2000,30000,9.6,8,No,No
Google Places,GOOGLE_ChIJK-XJDADNrzsR8LizZV8tcYI,ChIJK-XJDADNrzsR8LizZV8tcYI,RC MURTHY FARM VODAGATTA,food,HoReCa,12.9526944,77.1421944,"X43R+3V, Hodaghatta",29.79,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,9.6,8,No,No
Google Places,GOOGLE_ChIJV-6GJt7NrzsRjbO-VzSNIxY,ChIJV-6GJt7NrzsRjbO-VzSNIxY,Huttaridurga Sunrise Point,food,HoReCa,12.9624298,77.1250692,"X46G+X2G, Yelachavadi Gullahallipura",31.67,Ramanagara Plant,Ramanagara-Kanakapura Region,4.7,583,,OPERATIONAL,2000,30000,9.8,8,No,No
Google Places,GOOGLE_ChIJfyDvPwDNrzsRVcR2r1iqR0M,ChIJfyDvPwDNrzsRVcR2r1iqR0M,Cheluvaiah home,food,HoReCa,12.9558438,77.12151829999999,"X44C+8JJ, Hutridurga Road, Huthridurga(Santhepete)",31.26,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJ5z1L0TTPrzsRG3NNxQ5KS54,ChIJ5z1L0TTPrzsRG3NNxQ5KS54,Sri Adinarayana Swami Temple,food,HoReCa,12.9568698,77.1215095,"X44C+PJR, Huthridurga(Huthribetta) village, B.H Matt Post, Taluk, Kunigal",31.36,Ramanagara Plant,Ramanagara-Kanakapura Region,4.3,7,,OPERATIONAL,2000,30000,8.5,8,No,No
Google Places,GOOGLE_ChIJE6rOm1fNrzsRz6XZA_Q1kVA,ChIJE6rOm1fNrzsRz6XZA_Q1kVA,Huthridurga Trek Paid Parking,food,HoReCa,12.9570832,77.12152569999999,"X44C+RJJ, Kunigal",31.38,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,2,,OPERATIONAL,2000,30000,9.0,8,No,No
Google Places,GOOGLE_ChIJ5UnCYzfNrzsRkk0WQL74gR8,ChIJ5UnCYzfNrzsRkk0WQL74gR8,Huthridurga Betta,food,HoReCa,12.9574759,77.12158819999999,"same as, Huthri Betta",31.41,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,4,,OPERATIONAL,2000,30000,9.0,8,No,No
Google Places,GOOGLE_ChIJs5HgfevNrzsRLBogRlZiK9o,ChIJs5HgfevNrzsRLBogRlZiK9o,Uttari Betta,food,HoReCa,12.9574759,77.12158819999999,"same as, Huthribetta",31.41,Ramanagara Plant,Ramanagara-Kanakapura Region,4.6,929,,OPERATIONAL,2000,30000,9.8,8,No,No
Google Places,GOOGLE_ChIJH4qmKADNrzsRDx7s5Ut_Chk,ChIJH4qmKADNrzsRDx7s5Ut_Chk,ಹೊಡಾಘಟ್ಟ ಕೆರೆ ವೀಕ್ಷಣಾಸ್ಥಳ,food,HoReCa,12.9613611,77.1415658,"X46R+GJ, Yelachavadi Gullahallipura",30.66,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJYzOL6xTMrzsRW0mGTfrg4gQ,ChIJYzOL6xTMrzsRW0mGTfrg4gQ,Hutridurga Fort Top,food,HoReCa,12.9627187,77.123723,"X47F+3FQ, ಕುಣಿಗಲ್ ತಾಲೂಕು, Yelachavadi Gullahallipura",31.78,Ramanagara Plant,Ramanagara-Kanakapura Region,4.7,271,,OPERATIONAL,2000,30000,9.4,8,No,No
Google Places,GOOGLE_ChIJJaXPXBHMrzsRPzeYJOGsNII,ChIJJaXPXBHMrzsRPzeYJOGsNII,Huthridurga(Santhepete),food,HoReCa,12.9516104,77.1139458,Huthridurga(Santhepete),31.33,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJ85GzGwDNrzsR3iGc5ayvR0k,ChIJ85GzGwDNrzsR3iGc5ayvR0k,Onti Basavana Durga (ಒಂಟಿ ಬಸವನ ದುರ್ಗ),food,HoReCa,12.9523966,77.12092779999999,"X42C+X93, Kunigal",30.98,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,2000,30000,9.0,8,No,No
Google Places,GOOGLE_ChIJxXdcl-bNrzsRTZQvF1owJXs,ChIJxXdcl-bNrzsRTZQvF1owJXs,Sri Anjaneya Swami Gudi,food,HoReCa,12.9605573,77.1219055,"X46C+6Q, Yelachavadi Gullahallipura",31.68,Ramanagara Plant,Ramanagara-Kanakapura Region,4.3,4,,OPERATIONAL,2000,30000,8.5,8,No,No
Google Places,GOOGLE_ChIJlXblfgDNrzsRDFY3z15mO4k,ChIJlXblfgDNrzsRDFY3z15mO4k,Huttari Betta Parking,food,HoReCa,12.9560545,77.1199938,"X449+CX, Huthri Betta",31.37,Ramanagara Plant,Ramanagara-Kanakapura Region,4.3,7,,OPERATIONAL,2000,30000,8.5,8,No,No
Google Places,GOOGLE_ChIJ5_NyFADNrzsRfZyfYEZKKsU,ChIJ5_NyFADNrzsRfZyfYEZKKsU,Fort of Hutridurga,food,HoReCa,12.9561615,77.1197739,"X449+FW6, Kunigal",31.4,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJVWBNJbjNrzsR8F8MwlTN-AI,ChIJVWBNJbjNrzsR8F8MwlTN-AI,Huthridurga Fort,food,HoReCa,12.9615944,77.1214834,"X46C+JHQ, Kathrigatta",31.8,Ramanagara Plant,Ramanagara-Kanakapura Region,4.6,311,,OPERATIONAL,2000,30000,9.4,8,No,No
Google Places,GOOGLE_ChIJkwSAbhTMrzsRAQjmJrEBdYQ,ChIJkwSAbhTMrzsRAQjmJrEBdYQ,Bettada Shri Shankareshwara Devasthaana,food,HoReCa,12.9618195,77.12155179999999,"hutribetta,hutridurga, Kunigal taluk, 572126, Kunigal",31.82,Ramanagara Plant,Ramanagara-Kanakapura Region,4.4,56,,OPERATIONAL,2000,30000,8.5,8,No,No
Google Places,GOOGLE_ChIJdQ7qetfNrzsRc6PuqenNjZc,ChIJdQ7qetfNrzsRc6PuqenNjZc,RMKGOWDA THOTA,food,HoReCa,12.9548456,77.1451665,"X43W+W3M, Magadi",29.83,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,9.6,8,No,No
Google Places,GOOGLE_ChIJq1bn-V7NrzsR2RKtFtLVdLg,ChIJq1bn-V7NrzsR2RKtFtLVdLg,Sri Gavi Malleshwara kshetra,food,HoReCa,12.9680748,77.13162129999999,"X49J+6J, Haluvagilu",31.84,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,2,,OPERATIONAL,2000,30000,9.0,8,No,No
Google Places,GOOGLE_ChIJeVb8RQDNrzsRVuBs2CS8u48,ChIJeVb8RQDNrzsRVuBs2CS8u48,Ramesh Farmhouse,food,HoReCa,12.955252,77.145785,"X44W+48, Hodaghatta",29.84,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,9.6,8,No,No
Google Places,GOOGLE_ChIJdV5mHIfNrzsRzEAJ49QL3dY,ChIJdV5mHIfNrzsRzEAJ49QL3dY,Nagesh thota,food,HoReCa,12.955252,77.145785,"X44W+48, Hodaghatta",29.84,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,9.6,8,No,No
Google Places,GOOGLE_ChIJYR0JODXNrzsRHVxC_t7-9Os,ChIJYR0JODXNrzsRHVxC_t7-9Os,Smb Bricks,food,HoReCa,12.9558432,77.146138,"X44W+8FJ, Hodaghatta",29.88,Ramanagara Plant,Ramanagara-Kanakapura Region,4.8,4,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJW2ubKnzMrzsRHiFaaSeQc3I,ChIJW2ubKnzMrzsRHiFaaSeQc3I,Maramma Temple,food,HoReCa,12.9508373,77.1454404,"X42W+85P, Hodaghatta",29.43,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJRVCkaKjNrzsRjgkEh0uPOfQ,ChIJRVCkaKjNrzsRjgkEh0uPOfQ,Yogagavimalleshwara Temple,food,HoReCa,12.9687115,77.13159399999999,"X49J+FJQ, Tumkur district, taluk, Kunigal",31.9,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,8.0,8,No,No
Google Places,GOOGLE_ChIJDzY6DefNrzsRIWOZX8vvEX8,ChIJDzY6DefNrzsRIWOZX8vvEX8,SLN Goat Farm,food,HoReCa,12.9516033,77.1458334,"Hodhaghatta village, yalagalavadi post, kunigal, tq, Hodaghatta",29.48,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,22,,CLOSED_TEMPORARILY,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJ81B3zAPNrzsR0wj1r7Wo1Jk,ChIJ81B3zAPNrzsR0wj1r7Wo1Jk,Chairman kambaiah home,food,HoReCa,12.9517076,77.1459386,"X42W+M9P, Keshavamurthy Garden, Hodaghatta",29.49,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,9.6,8,No,No
Google Places,GOOGLE_ChIJA2vIK0vNrzsRnDJw5SYffCI,ChIJA2vIK0vNrzsRnDJw5SYffCI,ಹೊಯ್ಸಳರ ಶಾಸನ,food,HoReCa,12.9509212,77.1457693,"X42W+986, Hodaghatta",29.42,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,9.6,8,No,No
Google Places,GOOGLE_ChIJ61Ko1X3MrzsRsXxJmnElVFw,ChIJ61Ko1X3MrzsRsXxJmnElVFw,Rama & Basavanna Temple,food,HoReCa,12.9509148,77.1458004,"X42W+987, Hodaghatta",29.42,Ramanagara Plant,Ramanagara-Kanakapura Region,4.8,10,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJ2_nNEwDNrzsRZSM0djcYZGQ,ChIJ2_nNEwDNrzsRZSM0djcYZGQ,Shivarudraiah From House,food,HoReCa,12.9529488,77.14739449999999,"X43W+5XC, Hodaghatta",29.53,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,9.6,8,No,No
Google Places,GOOGLE_ChIJCzVrDX_MrzsReeEof3jPqt4,ChIJCzVrDX_MrzsReeEof3jPqt4,Shani Mahathma Temple,food,HoReCa,12.9467741,77.1449913,"W4WV+PX5, Yalagalavadi Post, Hodaghatta",29.06,Ramanagara Plant,Ramanagara-Kanakapura Region,4.4,7,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJvYU4eADNrzsRM0hQ322nqMs,ChIJvYU4eADNrzsRM0hQ322nqMs,Anjanappa,food,HoReCa,12.9464286,77.1453483,"W4WW+H4H, Kunigal",29.01,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJ2Tvm_-bNrzsRdQSSJEaxI-E,ChIJ2Tvm_-bNrzsRdQSSJEaxI-E,ಆಂಜಿನಪ್ಪ ಗೋವಿಂದಯ್ಯ,food,HoReCa,12.94638,77.145341,"W4WV+PX5, Hodaghatta, Yalagalavadi, Post",29.01,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,2,,OPERATIONAL,2000,30000,10.0,8,No,No
Google Places,GOOGLE_ChIJ6S7bpoTNrzsRAeuVBRfJzfU,ChIJ6S7bpoTNrzsRAeuVBRfJzfU,Moodlaiah s/o moodlappa house,food,HoReCa,12.9703392,77.1294157,"X4CH+4QM, Haluvagilu",32.18,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,2000,30000,8.0,8,No,No
