source,business_id,place_id,name,channel,business_category,distributor_type,is_distributor,distributor_potential,is_chain,address,latitude,longitude,phone_number,international_phone,website,business_status,rating,user_ratings_total,distance_from_plant_km,priority_score,estimated_monthly_water_liters,estimated_monthly_water_revenue,google_maps_url,crawled_at,plant,bearing,direction,distance_band,zone,cluster,has_phone,sales_officer,officer_mobile,cluster_id,distance_range,sector
Google Places API,GOOGLE_ChIJv_WTKgBNrjsRcg9CGAVxoKg,ChIJv_WTKgBNrjsRcg9CGAVxoKg,Angarahalli poultry farming,food,HoReCa,Retailer,No,Medium,No,"P6J6+4W7, Koonamuddanahalli",12.7316724,77.2120851,Not Available,Not Available,Not Available,OPERATIONAL,0,0,25.66,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJv_WTKgBNrjsRcg9CGAVxoKg,2025-10-25 14:27:08,Harohalli,283.0810917,West,Outer,,Cluster12,No,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJ2yWLcQBNrjsRWuFZFu_Ds28,ChIJ2yWLcQBNrjsRWuFZFu_Ds28,Anand,food,HoReCa,Retailer,No,Medium,No,"P6G3+54, Chamanahalli",12.7253983,77.20279,Not Available,Not Available,Not Available,OPERATIONAL,2,1,26.5,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJ2yWLcQBNrjsRWuFZFu_Ds28,2025-10-25 14:27:08,Harohalli,281.1199072,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJBwYFKQBNrjsRS3Ig-5GT2U0,ChIJBwYFKQBNrjsRS3Ig-5GT2U0,Vijay Enterprises,food,HoReCa,Retailer,No,Medium,No,"P6G3+54, Chamanahalli",12.7254278,77.2027594,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,0,0,26.51,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJBwYFKQBNrjsRS3Ig-5GT2U0,2025-10-25 14:27:09,Harohalli,281.1254887,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJ2TR1vy1NrjsRSvewXa5cUnM,ChIJ2TR1vy1NrjsRSvewXa5cUnM,Gowdru Farm,food,HoReCa,Retailer,No,Medium,No,"P6GC+MR8, Unnamed Road, Bilagumba",12.726665,77.22208,080881 30350,+91 80881 30350,Not Available,OPERATIONAL,0,0,24.48,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJ2TR1vy1NrjsRSvewXa5cUnM,2025-10-25 14:27:09,Harohalli,282.3836272,West,Outer,,Cluster11,Yes,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJ4SNGC0pNrjsRRdGZTQyiqSc,ChIJ4SNGC0pNrjsRRdGZTQyiqSc,komari gowda Farms,food,HoReCa,Retailer,No,Medium,No,"Kanva Reservoir Road, Kannamangala",12.7130731,77.2087795,Not Available,Not Available,Not Available,OPERATIONAL,0,0,25.63,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJ4SNGC0pNrjsRRdGZTQyiqSc,2025-10-25 14:27:10,Harohalli,278.3910056,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJX1YqSkBNrjsR1t3EEvKAEHE,ChIJX1YqSkBNrjsR1t3EEvKAEHE,Kanva Hillside Estates,food,HoReCa,Retailer,No,Medium,No,"P665+RRV, Kanva Reservoir Road, Kannamangala",12.7120625,77.2095625,Not Available,Not Available,Not Available,OPERATIONAL,0,0,25.53,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJX1YqSkBNrjsR1t3EEvKAEHE,2025-10-25 14:27:10,Harohalli,278.1691295,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJPUbLewBNrjsRsQtcvgqJ9ag,ChIJPUbLewBNrjsRsQtcvgqJ9ag,KIRANGOWDA,food,HoReCa,Retailer,No,Medium,No,"P6CF+WV, Kannamangala",12.7223125,77.2246875,Not Available,Not Available,Not Available,OPERATIONAL,0,0,24.11,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJPUbLewBNrjsRsQtcvgqJ9ag,2025-10-25 14:27:10,Harohalli,281.4034171,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJ10w1bQBNrjsRuobxVayHA2A,ChIJ10w1bQBNrjsRuobxVayHA2A,CHURCH,food,HoReCa,Retailer,No,Medium,No,"P666+4FF, Channapatna",12.7103202,77.2111814,Not Available,Not Available,Not Available,OPERATIONAL,0,0,25.33,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJ10w1bQBNrjsRuobxVayHA2A,2025-10-25 14:27:11,Harohalli,277.7913872,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJ15_ET1dNrjsRaQedlSyXOYE,ChIJ15_ET1dNrjsRaQedlSyXOYE,Ground,food,HoReCa,Retailer,No,Medium,No,"P673+48P, Channapatna",12.7128401,77.203337,Not Available,Not Available,Not Available,OPERATIONAL,1,1,26.21,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJ15_ET1dNrjsRaQedlSyXOYE,2025-10-25 14:27:11,Harohalli,278.1478184,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJAQAAANFMrjsROrRZdCh1xs4,ChIJAQAAANFMrjsROrRZdCh1xs4,Vimarsha Yoga,food,HoReCa,Retailer,No,Medium,No,"4th KM Kanva reservoir road Kannamangala Village, Channapatna",12.7097021,77.2127076,077605 55918,+91 77605 55918,http://vimarshayoga.org/,OPERATIONAL,0,0,25.16,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJAQAAANFMrjsROrRZdCh1xs4,2025-10-25 14:27:12,Harohalli,277.6870626,West,Outer,,Cluster11,Yes,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJ12o5B9dNrjsRV1gvMJDxqfE,ChIJ12o5B9dNrjsRV1gvMJDxqfE,Seeming full,food,HoReCa,Retailer,No,Medium,No,"P663+P9C, Channapatna",12.7118178,77.2033766,Not Available,Not Available,Not Available,OPERATIONAL,3,2,26.19,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJ12o5B9dNrjsRV1gvMJDxqfE,2025-10-25 14:27:12,Harohalli,277.9029467,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJl4afdABNrjsRm-1txh33Za4,ChIJl4afdABNrjsRm-1txh33Za4,Kanva Park,food,HoReCa,Retailer,No,Medium,No,"P5CW+MG, Chamanahalli",12.7216875,77.1963125,Not Available,Not Available,Not Available,OPERATIONAL,0,0,27.12,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJl4afdABNrjsRm-1txh33Za4,2025-10-25 14:27:12,Harohalli,279.9793145,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJERFmE0BNrjsRXUFJWUIcuPI,ChIJERFmE0BNrjsRXUFJWUIcuPI,ECSE SPORTS,food,HoReCa,Retailer,No,Medium,No,"P657+FX8, Ramanagara",12.707802,77.214127,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,0,0,24.98,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJERFmE0BNrjsRXUFJWUIcuPI,2025-10-25 14:27:13,Harohalli,277.2536224,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJq7xEb2lNrjsRuHp4dR_jsxo,ChIJq7xEb2lNrjsRuHp4dR_jsxo,Uniq Skill Development Academy Pvt Ltd,food,HoReCa,Retailer,No,Medium,No,"Kanva Road, Kanmangala, Channapatna",12.7073789,77.2157857,093412 13666,+91 93412 13666,Not Available,OPERATIONAL,0,0,24.79,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJq7xEb2lNrjsRuHp4dR_jsxo,2025-10-25 14:27:13,Harohalli,277.1978949,West,Outer,,Cluster11,Yes,Vacant,,Cluster11,20-31 KM,11
Google Places API,GOOGLE_ChIJ2e6vExNNrjsRL6YUCaYEdRU,ChIJ2e6vExNNrjsRL6YUCaYEdRU,Sri mahadeshwara nilaya,food,HoReCa,Retailer,No,Medium,No,"P6R9+8J, Anumanahalli",12.740816,77.2190172,Not Available,Not Available,Not Available,OPERATIONAL,0,0,25.19,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJ2e6vExNNrjsRL6YUCaYEdRU,2025-10-25 14:27:14,Harohalli,285.7211185,West,Outer,,Cluster12,No,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJz5wha3dprjsRpWfkaUDWdBw,ChIJz5wha3dprjsRpWfkaUDWdBw,Bukkasagara,food,HoReCa,Retailer,No,Medium,No,Bukkasagara,12.7731681,77.6106512,Not Available,Not Available,Not Available,UNKNOWN,0,0,21,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJz5wha3dprjsRpWfkaUDWdBw,2025-10-25 14:33:30,Harohalli,60.25495964,NorthEast,Outer,,Cluster3,No,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJkwfo01BprjsRaoWdxMT6upM,ChIJkwfo01BprjsRaoWdxMT6upM,Jigani,food,HoReCa,Retailer,No,Medium,No,Jigani,12.7791043,77.6435979,Not Available,Not Available,Not Available,UNKNOWN,0,0,24.46,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJkwfo01BprjsRaoWdxMT6upM,2025-10-25 14:33:40,Harohalli,63.06062788,NorthEast,Outer,,Cluster3,No,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJpYEdARdvrjsRacPVlQUb9G8,ChIJpYEdARdvrjsRacPVlQUb9G8,Navanidhi Nakshatra,food,HoReCa,Retailer,No,Medium,No,"PMJH+JR3, Bannerghatta Road, Sidihosakote",12.7315209,77.6795612,098455 45520,+91 98455 45520,Not Available,OPERATIONAL,3.8,17,26.35,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJpYEdARdvrjsRacPVlQUb9G8,2025-10-25 14:33:41,Harohalli,77.30292359,East,Outer,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,20-31 KM,4
Google Places API,GOOGLE_ChIJFcnSH89urjsRIs4hMvlegmg,ChIJFcnSH89urjsRIs4hMvlegmg,Milestone Symphony,food,HoReCa,Retailer,No,Medium,No,"QM57+CGH, Milestone Palms Layout",12.7585559,77.6638502,098867 84949,+91 98867 84949,Not Available,OPERATIONAL,3.9,15,25.56,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJFcnSH89urjsRIs4hMvlegmg,2025-10-25 14:33:42,Harohalli,69.87107995,East,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJvYayq5JurjsRgKDvGnxu54M,ChIJvYayq5JurjsRgKDvGnxu54M,Navachaitanya Budda Seva,food,HoReCa,Retailer,No,Medium,No,"46/30 kempavaderahalli sidihosakote post Anekal taluk # 46/30, kasaba cidivasakote, post anekal, Kempavaderahalli",12.7398776,77.6876118,073378 33200,+91 73378 33200,Not Available,OPERATIONAL,3.7,3,27.42,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJvYayq5JurjsRgKDvGnxu54M,2025-10-25 14:33:42,Harohalli,75.80732116,East,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJG2uiZ3lvrjsRXYbhVEy4rYM,ChIJG2uiZ3lvrjsRXYbhVEy4rYM,SIP - Anekal,food,HoReCa,Retailer,No,Medium,No,"No. 33, Srithimmaraya Swamy Weigh Bridge, Shivaji Circle, Anekal",12.7105259,77.6911295,099450 23837,+91 99450 23837,http://www.sipacademyindia.com/,OPERATIONAL,0,0,27.18,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJG2uiZ3lvrjsRXYbhVEy4rYM,2025-10-25 14:33:43,Harohalli,82.69083249,East,Outer,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,20-31 KM,4
Google Places API,GOOGLE_ChIJ2VXyd3RvrjsRW8PfYBo1lno,ChIJ2VXyd3RvrjsRW8PfYBo1lno,lotus js homes,food,HoReCa,Retailer,No,Medium,No,"PM9V+XGC, JS homes LOTUS, Anekal",12.7199351,77.6937726,091646 66786,+91 91646 66786,Not Available,OPERATIONAL,3.9,87,27.62,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJ2VXyd3RvrjsRW8PfYBo1lno,2025-10-25 14:33:43,Harohalli,80.61240042,East,Outer,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,20-31 KM,4
Google Places API,GOOGLE_ChIJDTShfTdprjsRwXls3e1fGBk,ChIJDTShfTdprjsRwXls3e1fGBk,Ankit Fasteners Private Limited,food,HoReCa,Retailer,No,Medium,No,"297, Haragadde Village Road No 4, Jigani Industrial Estate, Bengaluru",12.7627064,77.6422102,080 6181 7900,+91 80 6181 7900,http://www.ankitfasteners.com/,OPERATIONAL,3.7,30,23.55,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJDTShfTdprjsRwXls3e1fGBk,2025-10-25 14:33:43,Harohalli,66.85434569,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJQ4pjXnpvrjsRBRjitVinyAU,ChIJQ4pjXnpvrjsRBRjitVinyAU,Saraswathi Vidya Mandira School,food,HoReCa,Retailer,No,Medium,No,"Saraswathi Vidya Mandira School, Maruthi Layout, Road, Vinayaka Nagar, Anekal",12.7137244,77.6961822,Not Available,Not Available,Not Available,OPERATIONAL,0,0,27.77,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJQ4pjXnpvrjsRBRjitVinyAU,2025-10-25 14:33:43,Harohalli,82.10577128,East,Outer,,Cluster4,No,Khadeer ali,9008436667,Cluster4,20-31 KM,4
Google Places API,GOOGLE_ChIJxxD9IzhprjsR5qhchjR0fjk,ChIJxxD9IzhprjsR5qhchjR0fjk,Ramkorp Steel Tech Private Limited,food,HoReCa,Retailer,No,Medium,No,"QJ7R+QPM, Road Number 4, Vaddarapalya, Jigani",12.7644523,77.6417917,099722 54321,+91 99722 54321,Not Available,OPERATIONAL,2.3,3,23.58,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJxxD9IzhprjsR5qhchjR0fjk,2025-10-25 14:33:44,Harohalli,66.3772518,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJ1Sxc10lprjsR7ErhaHr2MGI,ChIJ1Sxc10lprjsR7ErhaHr2MGI,Metform Engineers,food,HoReCa,Retailer,No,Medium,No,"18/B Jigani, Taluk, Industrial Area, Anekal",12.7665803,77.6455111,099161 32204,+91 99161 32204,http://metformindia.com/index.html,OPERATIONAL,3,17,24.05,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJ1Sxc10lprjsR7ErhaHr2MGI,2025-10-25 14:33:44,Harohalli,66.24496291,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJz_Gdd55vrjsRxUStRcNF_hA,ChIJz_Gdd55vrjsRxUStRcNF_hA,South Indian Bank,food,HoReCa,Retailer,No,Medium,No,"DO.NO.525/1850/76 & 525/1850/77, WARD NO.8/2, 2ND DIVISION PARIHAR COMPLEX ANEKAL CHANDAPURA ROAD OPP. IOC PUMP, ANEKAL P.O, Anekal",12.7185153,77.7015923,080 2784 1877,+91 80 2784 1877,https://www.southindianbank.com/branch/branchlist.aspx,OPERATIONAL,3.8,30,28.43,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJz_Gdd55vrjsRxUStRcNF_hA,2025-10-25 14:33:51,Harohalli,81.20349208,East,Outer,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,20-31 KM,4
Google Places API,GOOGLE_ChIJtwBHvJ5vrjsRA6-5P_Kx_3o,ChIJtwBHvJ5vrjsRA6-5P_Kx_3o,Mvs orchids,food,HoReCa,Retailer,No,Medium,No,"PP93+MHV, Kaval Hosahalli, Anekal",12.7192304,77.7039147,080 4113 2566,+91 80 4113 2566,Not Available,OPERATIONAL,3.7,9,28.69,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJtwBHvJ5vrjsRA6-5P_Kx_3o,2025-10-25 14:33:51,Harohalli,81.12298212,East,Outer,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,20-31 KM,4
Google Places API,GOOGLE_ChIJtx7Gp6ZvrjsRpSQE9IJxcVc,ChIJtx7Gp6ZvrjsRpSQE9IJxcVc,Nakshatra Township,food,HoReCa,Retailer,No,Medium,No,"Survey No-29, Chandapura-Anekal Rd, Chikka Hagade, Anekal",12.7304474,77.7033552,Not Available,Not Available,Not Available,OPERATIONAL,3.9,72,28.85,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJtx7Gp6ZvrjsRpSQE9IJxcVc,2025-10-25 14:33:51,Harohalli,78.65605527,East,Outer,,Cluster4,No,Khadeer ali,9008436667,Cluster4,20-31 KM,4
Google Places API,GOOGLE_ChIJc6fc2J1vrjsRKj1XZao04Eo,ChIJc6fc2J1vrjsRKj1XZao04Eo,Aegis Auto Gas,food,HoReCa,Retailer,No,Medium,No,"PP92+6GC, Chandapura- Anekal Road, Vinayaka Nagar, Anekal",12.71807,77.701276,Not Available,Not Available,Not Available,OPERATIONAL,3.6,20,28.39,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJc6fc2J1vrjsRKj1XZao04Eo,2025-10-25 14:33:52,Harohalli,81.29173915,East,Outer,,Cluster4,No,Khadeer ali,9008436667,Cluster4,20-31 KM,4
Google Places API,GOOGLE_ChIJo9Fbj-lurjsRffB5HB8dWPc,ChIJo9Fbj-lurjsRffB5HB8dWPc,Axis Bank Branch,food,HoReCa,Retailer,No,Medium,No,"Municipal No 542, Plot No 91, Chandapura- Anekal Road, Anekal",12.718279,77.7010612,1860 500 5555,+91 1860 500 5555,https://branch.axisbank.com/axis-bank-anekal-bank-branch-bangalore-karnataka-39655/Home?utm_source=locator&utm_medium=googleplaces,OPERATIONAL,3.2,47,28.37,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJo9Fbj-lurjsRffB5HB8dWPc,2025-10-25 14:33:52,Harohalli,81.23826257,East,Outer,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,20-31 KM,4
Google Places API,GOOGLE_ChIJK92b7URurjsRguXEHOK0pQQ,ChIJK92b7URurjsRguXEHOK0pQQ,Marsur,food,HoReCa,Retailer,No,Medium,No,Marsur,12.7662063,77.702282,Not Available,Not Available,Not Available,UNKNOWN,0,0,29.77,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJK92b7URurjsRguXEHOK0pQQ,2025-10-25 14:33:52,Harohalli,71.08672335,East,Outer,,Cluster3,No,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJcYdyfUVLrjsRcpNUtdQhZlE,ChIJcYdyfUVLrjsRcpNUtdQhZlE,ಹಾಲು ಉತ್ಪಾದಕರ ಸಹಕಾರ ಸಂಘ ನಿ,food,HoReCa,Retailer,No,Medium,No,"Q6J4+GC9, National Highway 948A, Doddagangawadi",12.7812979,77.2061029,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,0,0,28.03,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJcYdyfUVLrjsRcpNUtdQhZlE,2025-10-25 14:33:58,Harohalli,293.8340588,NorthWest,Outer,,Cluster12,No,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJ_13cUABLrjsR4n3c_6Vf4GI,ChIJ_13cUABLrjsR4n3c_6Vf4GI,Sri lakshmi venkateswara temple,food,HoReCa,Retailer,No,Medium,No,"Q6F9+76, Nagara Kal Doddi",12.7731923,77.2180546,Not Available,Not Available,Not Available,OPERATIONAL,0,0,26.48,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJ_13cUABLrjsR4n3c_6Vf4GI,2025-10-25 14:33:59,Harohalli,293.1804695,NorthWest,Outer,,Cluster12,No,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJQTvQ1_RLrjsRbUKZGWwVdIQ,ChIJQTvQ1_RLrjsRbUKZGWwVdIQ,ಸ ಕಿ ಪ್ರಾ ಪಾಠ ಶಾಲೆ ನಾಗರಾಕಲ್ಲುದೊಡ್ಡಿ,food,HoReCa,Retailer,No,Medium,No,"Nagarakalludoddi, Doddagangawadi",12.7734573,77.2183585,Not Available,Not Available,Not Available,OPERATIONAL,0,0,26.46,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJQTvQ1_RLrjsRbUKZGWwVdIQ,2025-10-25 14:33:59,Harohalli,293.267167,NorthWest,Outer,,Cluster12,No,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJhSliCtNLrjsRbCQSBHQr24Y,ChIJhSliCtNLrjsRbCQSBHQr24Y,Huliyurudurga Main Road,food,HoReCa,Retailer,No,Medium,No,"Q6HC+C3Q, Kunigal Main Road, Doddagangawadi",12.7785825,77.2202232,Not Available,Not Available,Not Available,OPERATIONAL,0,0,26.51,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJhSliCtNLrjsRbCQSBHQr24Y,2025-10-25 14:33:59,Harohalli,294.5715486,NorthWest,Outer,,Cluster12,No,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJ4_bp-vFLrjsRQAlcXohE1Jg,ChIJ4_bp-vFLrjsRQAlcXohE1Jg,tejas fast food,food,HoReCa,Retailer,No,Medium,No,"ramnagar, Bengaluru",12.7802503,77.2203547,091253 25141,+91 91253 25141,Not Available,OPERATIONAL,0,0,26.57,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJ4_bp-vFLrjsRQAlcXohE1Jg,2025-10-25 14:33:59,Harohalli,294.9480903,NorthWest,Outer,,Cluster12,Yes,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJgzt0aABLrjsRrR8n4CfCHMA,ChIJgzt0aABLrjsRrR8n4CfCHMA,ಕಾವೇರಿ farms,food,HoReCa,Retailer,No,Medium,No,"Q6J3+R8F, Doddagangawadi",12.7820614,77.2033032,Not Available,Not Available,Not Available,OPERATIONAL,0,0,28.34,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJgzt0aABLrjsRrR8n4CfCHMA,2025-10-25 14:33:59,Harohalli,293.7436184,NorthWest,Outer,,Cluster12,No,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJmyiNdABLrjsREU6_KxgBEbU,ChIJmyiNdABLrjsREU6_KxgBEbU,RC Farms,food,HoReCa,Retailer,No,Medium,No,"Q6G2+PJJ, Chennegowdanadoddi",12.7766341,77.2027593,Not Available,Not Available,Not Available,OPERATIONAL,0,0,28.16,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJmyiNdABLrjsREU6_KxgBEbU,2025-10-25 14:33:59,Harohalli,292.5709023,NorthWest,Outer,,Cluster12,No,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJawL-wn1LrjsRTacK0L7BB2A,ChIJawL-wn1LrjsRTacK0L7BB2A,Kuttagallu,food,HoReCa,Retailer,No,Medium,No,Kuttagallu,12.7770115,77.2401762,Not Available,Not Available,Not Available,UNKNOWN,0,0,24.48,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJawL-wn1LrjsRTacK0L7BB2A,2025-10-25 14:34:00,Harohalli,296.3019519,NorthWest,Outer,,Cluster12,No,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJjRsDZ6xLrjsRNH8FHFfQh8Y,ChIJjRsDZ6xLrjsRNH8FHFfQh8Y,CHAGAJI RAMANAGARA,food,HoReCa,Retailer,No,Medium,No,"Q6M3+65M, Unnamed Road, Doddagangawadi",12.7830845,77.2029319,Not Available,Not Available,Not Available,OPERATIONAL,0,0,28.43,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJjRsDZ6xLrjsRNH8FHFfQh8Y,2025-10-25 14:34:00,Harohalli,293.9209946,NorthWest,Outer,,Cluster12,No,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJx9jtsw1LrjsREWrBATfr_qI,ChIJx9jtsw1LrjsREWrBATfr_qI,Channegowda agriculture,food,HoReCa,Retailer,No,Medium,No,"Q6G2+PJJ, Chennegowdanadoddi",12.776825,77.2015024,082173 97477,+91 82173 97477,Not Available,CLOSED_TEMPORARILY,0,0,28.29,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJx9jtsw1LrjsREWrBATfr_qI,2025-10-25 14:34:01,Harohalli,292.5049058,NorthWest,Outer,,Cluster12,Yes,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJg0QHQjhLrjsRCEmYQQJ9Hsg,ChIJg0QHQjhLrjsRCEmYQQJ9Hsg,Shanthini pashu ahara,food,HoReCa,Retailer,No,Medium,No,Hosur,12.7786695,77.2227321,099028 99977,+91 99028 99977,Not Available,OPERATIONAL,0,0,26.27,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJg0QHQjhLrjsRCEmYQQJ9Hsg,2025-10-25 14:34:01,Harohalli,294.8370713,NorthWest,Outer,,Cluster12,Yes,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJw_SUFgBLrjsRjyHm-3XI0VQ,ChIJw_SUFgBLrjsRjyHm-3XI0VQ,Vishishta Nilaya,food,HoReCa,Retailer,No,Medium,No,"Q6QC+G4, Dasarahalli",12.7888731,77.2202886,Not Available,Not Available,Not Available,OPERATIONAL,0,0,27,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJw_SUFgBLrjsRjyHm-3XI0VQ,2025-10-25 14:34:01,Harohalli,296.78766,NorthWest,Outer,,Cluster12,No,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJM54VjZ9LrjsRCnbt_y1TAuM,ChIJM54VjZ9LrjsRCnbt_y1TAuM,MoneyGram,food,HoReCa,Retailer,No,Medium,No,"GROUND FLOOR, ANUSUYAMMA BUILDING, Bengaluru",12.79088,77.21752,080 2728 2491,+91 80 2728 2491,Not Available,OPERATIONAL,0,0,27.37,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJM54VjZ9LrjsRCnbt_y1TAuM,2025-10-25 14:34:02,Harohalli,296.922118,NorthWest,Outer,,Cluster12,Yes,Vacant,,Cluster12,20-31 KM,12
Google Places API,GOOGLE_ChIJkfRyTQBLrjsRDwHlH-JFBfM,ChIJkfRyTQBLrjsRDwHlH-JFBfM,Friends,food,HoReCa,Retailer,No,Medium,No,"Q6R9+922, Ramanagaram",12.7908805,77.2175223,Not Available,Not Available,Not Available,OPERATIONAL,0,0,27.37,9.6,2000,1000,https://www.google.com/maps/place/?q=place_id:ChIJkfRyTQBLrjsRDwHlH-JFBfM,2025-10-25 14:34:02,Harohalli,296.9224579,NorthWest,Outer,,Cluster12,No,Vacant,,Cluster12,20-31 KM,12
